month,Species,NumMosquitos,Sunset,DaylightHrs,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Station,WnvPresent
6,CULEX PIPIENS/RESTUANS,2,1917,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,1,0
6,CULEX RESTUANS,1,1917,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,1,0
6,CULEX RESTUANS,1,1917,1496,88.0,60.0,74.0,10.0,58.0,65.0,9.0,0.0,29.39,30.11,5.8,18.0,6.5,1,0
6,CULEX PIPIENS/RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,2,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS,2,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,2,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,3,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,4,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,2,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,3,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,3,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,7,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,2,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,4,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,3,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,3,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX RESTUANS,8,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,1,1917,1496,88.0,65.0,77.0,13.0,59.0,66.0,12.0,0.0,29.44,30.09,5.8,16.0,7.4,2,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,4,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX SALINARIUS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,4,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,2,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,2,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,2,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,4,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,2,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,2,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,9,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,3,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,4,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,6,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,2,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,3,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,6,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,2,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,2,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,2,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX RESTUANS,1,1930,1514,80.0,65.0,73.0,3.0,55.0,63.0,8.0,0.58,29.26,29.95,10.7,28.0,11.4,1,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,6,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,2,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,2,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,5,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,2,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,3,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,10,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,19,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,20,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,25,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS,6,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,4,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,5,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,2,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,3,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,5,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX RESTUANS,1,1930,1514,81.0,65.0,73.0,3.0,55.0,63.0,8.0,0.93,29.31,29.93,10.1,29.0,11.3,2,0
6,CULEX PIPIENS/RESTUANS,2,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX PIPIENS/RESTUANS,1,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,2,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,3,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX PIPIENS/RESTUANS,2,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,2,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX PIPIENS/RESTUANS,2,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX PIPIENS/RESTUANS,2,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,1,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,1,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,1,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,2,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,1,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX PIPIENS/RESTUANS,1,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,5,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,5,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
6,CULEX RESTUANS,1,1931,1514,76.0,61.0,69.0,-1.0,50.0,58.0,4.0,0.001,29.33,30.06,7.8,6.0,8.7,1,0
